Bus_ID,From,To,Distance_km,Traffic_Density,Is_Peak_Hour,Weather,Stops,Speed,Actual_Travel_Time,Is_Late,Is_Fastest_Route
SRT-B-1498,Katargam,Udhna,17.88,1,0,Rainy,2,45.0,23.84,0,1
SRT-B-1499,Rander,Adajan,13.08,9,1,Rainy,1,8.58,91.51,1,0
SRT-B-1500,Adajan,Chikuwadi,37.57,2,1,Cloudy,9,34.77,64.83,1,0
SRT-B-1501,Godadara,Rander,6.42,6,0,Foggy,6,36.83,10.46,0,0
SRT-B-1502,Pandesara,Vesu,4.28,1,0,Rainy,6,56.51,4.54,0,1
SRT-B-1503,Udhna,Pandesara,16.91,8,1,Cloudy,3,24.8,40.92,1,0
SRT-B-1504,Udhna,Chikuwadi,6.63,1,1,Foggy,3,18.57,21.42,1,0
SRT-B-1505,Chikuwadi,Katargam,2.05,1,1,Cloudy,2,25.8,4.77,1,0
SRT-B-1506,Varachha,Vesu,45.74,4,1,Cloudy,9,21.32,128.71,1,0
SRT-B-1507,Pandesara,Pandesara,9.0,8,1,Sunny,4,13.38,40.37,1,0
SRT-B-1508,Rander,Udhna,11.68,1,0,Rainy,7,36.81,19.04,0,0
SRT-B-1509,Pandesara,Udhna,47.48,6,1,Cloudy,9,24.47,116.43,1,0
SRT-B-1510,Chikuwadi,Pandesara,31.52,4,1,Rainy,5,24.71,76.55,1,0
SRT-B-1511,Katargam,Rander,40.63,1,0,Sunny,2,47.05,51.81,0,1
SRT-B-1512,Varachha,Pandesara,45.21,5,1,Cloudy,7,33.19,81.74,1,0
SRT-B-1513,Piplod,Adajan,45.57,8,0,Sunny,1,28.07,97.4,1,0
SRT-B-1514,Varachha,Pandesara,43.38,2,1,Sunny,7,32.12,81.03,1,0
SRT-B-1515,Rander,Adajan,41.15,7,0,Foggy,4,29.4,83.99,0,0
SRT-B-1516,Chikuwadi,Rander,34.39,1,1,Sunny,8,33.28,62.0,1,0
SRT-B-1517,Pandesara,Godadara,26.43,4,1,Foggy,3,20.44,77.57,1,0
SRT-B-1518,Pandesara,Adajan,14.16,1,1,Foggy,6,28.51,29.8,1,0
SRT-B-1519,Piplod,Godadara,17.05,6,1,Cloudy,6,15.66,65.33,1,0
SRT-B-1520,Udhna,Godadara,11.07,3,0,Foggy,9,54.36,12.22,0,1
SRT-B-1521,Adajan,Piplod,27.97,5,0,Cloudy,3,46.03,36.46,0,1
SRT-B-1522,Rander,Udhna,34.78,9,0,Sunny,5,31.54,66.16,1,0
SRT-B-1523,Vesu,Godadara,2.95,7,0,Cloudy,3,51.07,3.47,0,1
SRT-B-1524,Piplod,Rander,4.64,7,1,Rainy,9,16.75,16.62,1,0
SRT-B-1525,Godadara,Adajan,44.13,4,0,Cloudy,5,53.4,49.58,0,1
SRT-B-1526,Pandesara,Chikuwadi,18.2,3,1,Sunny,6,21.68,50.37,1,0
SRT-B-1527,Godadara,Piplod,36.22,9,0,Foggy,4,29.58,73.46,1,0
SRT-B-1528,Rander,Rander,24.05,6,0,Sunny,2,27.71,52.07,0,0
SRT-B-1529,Piplod,Godadara,41.01,4,1,Rainy,3,26.52,92.8,1,0
SRT-B-1530,Adajan,Chikuwadi,23.77,4,0,Rainy,5,40.88,34.88,0,1
SRT-B-1531,Pandesara,Adajan,24.2,8,0,Rainy,4,21.33,68.08,1,0
SRT-B-1532,Vesu,Chikuwadi,26.13,2,1,Sunny,2,30.93,50.68,1,0
SRT-B-1533,Godadara,Varachha,45.66,6,0,Foggy,9,38.3,71.54,0,0
SRT-B-1534,Chikuwadi,Piplod,28.02,2,0,Sunny,5,56.71,29.64,0,1
SRT-B-1535,Rander,Adajan,45.64,8,0,Rainy,5,23.09,118.59,1,0
SRT-B-1536,Rander,Rander,6.36,9,0,Cloudy,2,12.36,30.86,1,0
SRT-B-1537,Udhna,Katargam,49.85,4,1,Rainy,4,20.05,149.2,1,0
SRT-B-1538,Chikuwadi,Pandesara,49.64,8,0,Sunny,7,33.55,88.78,1,0
SRT-B-1539,Pandesara,Katargam,34.45,7,0,Sunny,5,29.29,70.56,0,0
SRT-B-1540,Pandesara,Godadara,45.24,9,0,Foggy,8,33.3,81.52,1,0
SRT-B-1541,Pandesara,Adajan,7.24,9,1,Cloudy,9,13.55,32.07,1,0
SRT-B-1542,Rander,Rander,5.09,7,0,Rainy,9,56.68,5.39,0,1
SRT-B-1543,Udhna,Katargam,20.75,9,1,Foggy,8,22.88,54.41,1,0
SRT-B-1544,Adajan,Udhna,31.3,2,1,Foggy,2,16.49,113.88,1,0
SRT-B-1545,Katargam,Katargam,22.87,4,0,Sunny,8,47.39,28.96,0,1
SRT-B-1546,Piplod,Piplod,40.65,9,1,Foggy,2,20.74,117.58,1,0
SRT-B-1547,Piplod,Rander,49.23,1,1,Cloudy,1,18.7,157.97,1,0
SRT-B-1548,Katargam,Udhna,44.44,1,1,Foggy,7,36.32,73.42,1,0
SRT-B-1549,Piplod,Godadara,15.59,7,1,Cloudy,7,33.54,27.89,1,0
SRT-B-1550,Godadara,Godadara,14.88,1,1,Cloudy,1,20.27,44.04,1,0
SRT-B-1551,Piplod,Godadara,27.95,7,0,Cloudy,9,39.95,41.97,0,0
SRT-B-1552,Piplod,Udhna,36.14,6,0,Cloudy,2,45.76,47.39,0,1
SRT-B-1553,Udhna,Piplod,3.16,2,1,Rainy,1,39.87,4.76,1,0
SRT-B-1554,Katargam,Varachha,3.33,5,1,Cloudy,7,32.9,6.07,1,0
SRT-B-1555,Varachha,Piplod,48.68,1,1,Cloudy,2,19.63,148.82,1,0
SRT-B-1556,Piplod,Varachha,34.21,3,0,Sunny,8,46.54,44.11,0,1
SRT-B-1557,Rander,Godadara,45.63,5,1,Sunny,4,34.63,79.05,1,0
SRT-B-1558,Rander,Piplod,48.67,5,1,Sunny,9,40.08,72.86,1,1
SRT-B-1559,Godadara,Pandesara,5.47,5,1,Rainy,9,17.02,19.28,1,0
SRT-B-1560,Katargam,Chikuwadi,16.84,5,0,Cloudy,6,43.74,23.1,0,1
SRT-B-1561,Godadara,Varachha,17.63,2,1,Sunny,7,37.9,27.91,1,0
SRT-B-1562,Vesu,Vesu,7.02,2,1,Cloudy,5,37.79,11.14,1,0
SRT-B-1563,Chikuwadi,Godadara,24.94,5,0,Sunny,4,44.5,33.63,0,1
SRT-B-1564,Piplod,Pandesara,10.77,9,0,Rainy,9,12.62,51.22,1,0
SRT-B-1565,Rander,Varachha,3.36,6,1,Rainy,2,28.86,6.99,1,0
SRT-B-1566,Chikuwadi,Pandesara,48.87,6,1,Sunny,7,40.05,73.21,1,1
SRT-B-1567,Adajan,Piplod,43.11,8,1,Rainy,8,24.06,107.51,1,0
SRT-B-1568,Godadara,Rander,41.09,7,1,Sunny,5,25.37,97.18,1,0
SRT-B-1569,Rander,Adajan,34.06,8,1,Sunny,8,10.04,203.46,1,0
SRT-B-1570,Vesu,Adajan,40.17,9,1,Cloudy,4,20.13,119.7,1,0
SRT-B-1571,Adajan,Adajan,26.98,6,0,Rainy,8,21.86,74.04,0,0
SRT-B-1572,Udhna,Piplod,22.34,4,1,Sunny,6,27.44,48.85,1,0
SRT-B-1573,Varachha,Godadara,16.63,6,0,Cloudy,3,45.22,22.07,0,1
SRT-B-1574,Adajan,Udhna,27.39,5,0,Foggy,3,37.45,43.89,0,0
SRT-B-1575,Pandesara,Pandesara,31.03,3,0,Rainy,1,42.04,44.29,0,1
SRT-B-1576,Piplod,Udhna,25.93,2,1,Sunny,3,37.93,41.01,1,0
SRT-B-1577,Vesu,Vesu,40.77,4,1,Cloudy,2,24.47,99.98,1,0
SRT-B-1578,Varachha,Udhna,29.58,1,0,Foggy,4,56.35,31.49,0,1
SRT-B-1579,Rander,Adajan,43.08,7,1,Sunny,4,26.04,99.25,1,0
SRT-B-1580,Chikuwadi,Pandesara,28.08,1,1,Rainy,5,31.43,53.61,1,0
SRT-B-1581,Varachha,Rander,22.72,9,1,Foggy,1,17.52,77.8,1,0
SRT-B-1582,Chikuwadi,Adajan,6.16,4,0,Sunny,7,32.31,11.44,0,0
SRT-B-1583,Vesu,Vesu,44.51,7,1,Foggy,5,21.71,123.03,1,0
SRT-B-1584,Rander,Piplod,35.92,3,1,Sunny,8,14.21,151.64,1,0
SRT-B-1585,Pandesara,Chikuwadi,36.39,1,0,Sunny,1,38.16,57.22,0,0
SRT-B-1586,Katargam,Rander,36.27,4,1,Sunny,3,22.46,96.91,1,0
SRT-B-1587,Adajan,Adajan,33.09,4,1,Foggy,5,24.33,81.61,1,0
SRT-B-1588,Pandesara,Rander,35.67,4,1,Sunny,2,14.78,144.8,1,0
SRT-B-1589,Adajan,Rander,45.32,7,0,Foggy,8,34.16,79.59,0,0
SRT-B-1590,Vesu,Varachha,34.31,4,0,Rainy,9,46.57,44.21,0,1
SRT-B-1591,Vesu,Katargam,42.97,5,1,Foggy,5,21.74,118.6,1,0
SRT-B-1592,Pandesara,Vesu,40.72,7,1,Rainy,2,19.49,125.33,1,0
SRT-B-1593,Rander,Adajan,43.91,2,1,Sunny,6,25.89,101.77,1,0
SRT-B-1594,Katargam,Varachha,47.55,3,0,Foggy,6,29.65,96.24,0,0
SRT-B-1595,Katargam,Varachha,15.24,4,0,Foggy,8,57.98,15.77,0,1
SRT-B-1596,Varachha,Piplod,17.92,8,0,Sunny,8,20.39,52.74,1,0
SRT-B-1597,Piplod,Piplod,22.22,5,1,Cloudy,4,22.44,59.41,1,0
SRT-B-1598,Vesu,Varachha,28.51,8,1,Foggy,8,22.41,76.33,1,0
SRT-B-1599,Katargam,Vesu,11.79,2,0,Cloudy,4,26.08,27.12,0,0
SRT-B-1600,Katargam,Chikuwadi,20.79,4,1,Cloudy,7,37.18,33.55,1,0
SRT-B-1601,Piplod,Vesu,6.56,8,0,Foggy,8,22.19,17.73,1,0
SRT-B-1602,Pandesara,Vesu,34.84,1,1,Sunny,3,31.01,67.41,1,0
SRT-B-1603,Pandesara,Udhna,39.74,3,0,Cloudy,3,29.81,79.99,0,0
SRT-B-1604,Adajan,Pandesara,25.51,1,0,Foggy,7,25.29,60.51,0,0
SRT-B-1605,Vesu,Godadara,26.73,8,0,Sunny,9,29.1,55.12,1,0
SRT-B-1606,Katargam,Varachha,22.25,5,0,Rainy,4,24.12,55.36,0,0
SRT-B-1607,Piplod,Udhna,20.66,1,1,Rainy,4,28.4,43.65,1,0
SRT-B-1608,Udhna,Piplod,31.24,4,0,Sunny,4,42.15,44.46,0,1
SRT-B-1609,Katargam,Pandesara,9.6,8,1,Foggy,6,8.62,66.85,1,0
SRT-B-1610,Adajan,Chikuwadi,9.97,6,0,Foggy,8,50.5,11.84,0,1
SRT-B-1611,Chikuwadi,Rander,2.87,7,0,Sunny,4,32.31,5.33,0,0
SRT-B-1612,Vesu,Vesu,11.35,4,1,Cloudy,4,41.74,16.32,1,1
SRT-B-1613,Rander,Rander,37.15,3,1,Foggy,1,18.02,123.67,1,0
SRT-B-1614,Godadara,Katargam,13.29,1,0,Cloudy,8,41.95,19.01,0,1
SRT-B-1615,Varachha,Vesu,49.75,3,0,Cloudy,4,48.43,61.64,0,1
SRT-B-1616,Vesu,Rander,24.43,5,1,Rainy,4,21.39,68.54,1,0
SRT-B-1617,Godadara,Adajan,7.59,3,1,Cloudy,4,15.01,30.35,1,0
SRT-B-1618,Adajan,Varachha,37.82,4,1,Sunny,2,20.43,111.05,1,0
SRT-B-1619,Chikuwadi,Piplod,47.75,7,0,Foggy,1,32.42,88.38,0,0
SRT-B-1620,Rander,Godadara,18.74,1,1,Foggy,4,28.1,40.01,1,0
SRT-B-1621,Godadara,Vesu,26.28,2,0,Foggy,7,37.71,41.81,0,0
SRT-B-1622,Udhna,Katargam,42.55,1,1,Sunny,9,20.08,127.12,1,0
SRT-B-1623,Godadara,Adajan,2.67,6,0,Sunny,6,49.13,3.26,0,1
SRT-B-1624,Chikuwadi,Adajan,15.65,4,0,Cloudy,2,29.89,31.41,0,0
SRT-B-1625,Varachha,Varachha,43.15,2,1,Foggy,4,20.66,125.3,1,0
SRT-B-1626,Rander,Pandesara,27.51,5,1,Sunny,3,25.98,63.53,1,0
SRT-B-1627,Vesu,Udhna,17.14,7,1,Rainy,2,31.44,32.71,1,0
SRT-B-1628,Udhna,Godadara,3.37,3,1,Rainy,3,23.1,8.75,1,0
SRT-B-1629,Adajan,Godadara,17.74,1,0,Cloudy,9,43.92,24.24,0,1
SRT-B-1630,Pandesara,Varachha,2.35,3,0,Sunny,7,39.42,3.58,0,0
SRT-B-1631,Rander,Varachha,20.83,4,0,Foggy,5,24.39,51.24,0,0
SRT-B-1632,Vesu,Vesu,17.75,2,0,Foggy,9,58.96,18.06,0,1
SRT-B-1633,Rander,Rander,20.48,8,0,Cloudy,1,32.62,37.67,1,0
SRT-B-1634,Vesu,Piplod,32.29,8,1,Rainy,7,17.69,109.54,1,0
SRT-B-1635,Rander,Vesu,40.49,8,0,Cloudy,8,34.02,71.41,1,0
SRT-B-1636,Rander,Vesu,21.38,2,1,Rainy,5,29.66,43.25,1,0
SRT-B-1637,Piplod,Udhna,35.2,3,0,Cloudy,7,36.6,57.7,0,0
SRT-B-1638,Chikuwadi,Vesu,27.68,7,0,Cloudy,3,24.1,68.92,0,0
SRT-B-1639,Chikuwadi,Varachha,5.93,1,1,Cloudy,5,37.12,9.59,1,0
SRT-B-1640,Pandesara,Pandesara,37.1,4,0,Foggy,7,33.06,67.33,0,0
SRT-B-1641,Adajan,Godadara,26.28,3,0,Sunny,5,56.67,27.82,0,1
SRT-B-1642,Varachha,Udhna,48.56,3,1,Rainy,4,28.0,104.05,1,0
SRT-B-1643,Vesu,Varachha,46.49,6,1,Cloudy,6,41.38,67.4,1,1
SRT-B-1644,Rander,Chikuwadi,36.59,4,1,Rainy,3,25.29,86.82,1,0
SRT-B-1645,Rander,Piplod,7.15,6,1,Sunny,2,38.86,11.04,1,0
SRT-B-1646,Piplod,Chikuwadi,41.45,7,1,Rainy,6,35.82,69.42,1,0
SRT-B-1647,Vesu,Adajan,4.94,9,1,Foggy,4,18.49,16.03,1,0
SRT-B-1648,Rander,Adajan,12.98,9,1,Sunny,5,25.09,31.04,1,0
SRT-B-1649,Chikuwadi,Vesu,13.97,9,0,Sunny,8,35.18,23.83,1,0
SRT-B-1650,Katargam,Chikuwadi,14.95,7,0,Cloudy,5,27.2,32.98,0,0
SRT-B-1651,Godadara,Vesu,16.38,1,0,Sunny,9,20.01,49.11,0,0
SRT-B-1652,Rander,Godadara,35.71,5,1,Cloudy,8,20.83,102.84,1,0
SRT-B-1653,Adajan,Piplod,19.94,3,1,Cloudy,8,39.99,29.92,1,0
SRT-B-1654,Pandesara,Rander,37.02,3,1,Sunny,6,23.02,96.5,1,0
SRT-B-1655,Pandesara,Rander,11.59,1,1,Sunny,9,33.25,20.91,1,0
SRT-B-1656,Adajan,Udhna,18.91,9,1,Rainy,3,18.61,60.95,1,0
SRT-B-1657,Adajan,Rander,19.4,9,1,Sunny,1,13.27,87.74,1,0
SRT-B-1658,Varachha,Vesu,39.58,7,1,Foggy,1,28.05,84.67,1,0
SRT-B-1659,Chikuwadi,Piplod,37.87,8,0,Cloudy,4,19.91,114.14,1,0
SRT-B-1660,Chikuwadi,Udhna,47.94,7,1,Sunny,1,30.59,94.04,1,0
SRT-B-1661,Pandesara,Vesu,30.64,6,1,Foggy,7,23.69,77.59,1,0
SRT-B-1662,Katargam,Pandesara,48.78,3,1,Cloudy,5,25.22,116.06,1,0
SRT-B-1663,Rander,Adajan,36.34,1,0,Cloudy,7,44.76,48.72,0,1
SRT-B-1664,Godadara,Chikuwadi,2.48,1,0,Cloudy,5,34.5,4.31,0,0
SRT-B-1665,Adajan,Katargam,49.62,7,1,Cloudy,2,18.76,158.74,1,0
SRT-B-1666,Vesu,Katargam,30.34,5,0,Sunny,9,24.93,73.01,0,0
SRT-B-1667,Godadara,Chikuwadi,44.6,2,1,Sunny,9,29.08,92.03,1,0
SRT-B-1668,Varachha,Pandesara,25.86,6,0,Cloudy,3,52.28,29.68,0,1
SRT-B-1669,Godadara,Vesu,9.78,7,1,Sunny,3,31.02,18.92,1,0
SRT-B-1670,Godadara,Adajan,25.07,6,0,Rainy,6,31.21,48.19,0,0
SRT-B-1671,Rander,Katargam,11.49,3,0,Rainy,5,28.34,24.33,0,0
SRT-B-1672,Varachha,Udhna,42.51,8,1,Cloudy,5,9.28,274.73,1,0
SRT-B-1673,Godadara,Godadara,40.67,3,1,Foggy,5,26.0,93.87,1,0
SRT-B-1674,Katargam,Varachha,43.81,5,1,Foggy,5,24.97,105.29,1,0
SRT-B-1675,Piplod,Vesu,41.3,4,1,Cloudy,4,20.72,119.58,1,0
SRT-B-1676,Adajan,Godadara,16.91,7,1,Sunny,8,24.9,40.75,1,0
SRT-B-1677,Rander,Udhna,13.72,4,1,Rainy,8,26.65,30.89,1,0
SRT-B-1678,Vesu,Rander,18.51,7,1,Cloudy,6,26.62,41.72,1,0
SRT-B-1679,Godadara,Adajan,16.01,9,0,Rainy,5,16.61,57.82,1,0
SRT-B-1680,Vesu,Vesu,32.46,8,1,Rainy,7,12.89,151.07,1,0
SRT-B-1681,Piplod,Varachha,27.73,8,1,Cloudy,9,20.16,82.55,1,0
SRT-B-1682,Vesu,Pandesara,37.3,6,0,Sunny,5,41.45,54.0,0,1
SRT-B-1683,Varachha,Udhna,28.26,9,1,Sunny,6,10.27,165.11,1,0
SRT-B-1684,Rander,Vesu,46.88,4,0,Rainy,4,27.21,103.39,0,0
SRT-B-1685,Katargam,Vesu,33.82,1,0,Foggy,1,29.09,69.76,0,0
SRT-B-1686,Rander,Chikuwadi,2.67,2,1,Foggy,7,24.52,6.53,1,0
SRT-B-1687,Godadara,Godadara,33.26,9,0,Foggy,4,27.87,71.62,1,0
SRT-B-1688,Udhna,Rander,36.9,9,0,Cloudy,9,25.87,85.59,1,0
SRT-B-1689,Vesu,Pandesara,37.54,3,0,Foggy,5,48.06,46.87,0,1
SRT-B-1690,Vesu,Udhna,24.45,1,0,Rainy,4,21.76,67.43,0,0
SRT-B-1691,Katargam,Chikuwadi,41.57,1,1,Foggy,8,24.42,102.15,1,0
SRT-B-1692,Udhna,Godadara,28.42,1,1,Sunny,2,32.64,52.25,1,0
SRT-B-1693,Rander,Chikuwadi,31.26,6,1,Foggy,2,24.52,76.48,1,0
SRT-B-1694,Udhna,Godadara,14.49,7,1,Foggy,1,18.96,45.86,1,0
SRT-B-1695,Piplod,Vesu,42.91,2,1,Cloudy,1,38.93,66.14,1,0
SRT-B-1696,Katargam,Udhna,8.59,1,1,Rainy,5,38.15,13.51,1,0
SRT-B-1697,Varachha,Piplod,26.34,5,1,Rainy,8,41.8,37.81,1,1
SRT-B-1698,Katargam,Vesu,21.35,5,1,Rainy,4,32.56,39.34,1,0
SRT-B-1699,Rander,Godadara,14.43,3,1,Foggy,1,34.24,25.28,1,0
SRT-B-1700,Godadara,Varachha,22.78,3,0,Sunny,6,29.42,46.46,0,0
SRT-B-1701,Adajan,Udhna,29.05,7,1,Sunny,1,20.2,86.29,1,0
SRT-B-1702,Varachha,Piplod,28.36,9,1,Cloudy,2,10.6,160.47,1,0
SRT-B-1703,Piplod,Katargam,38.24,8,1,Sunny,1,11.35,202.14,1,0
SRT-B-1704,Pandesara,Godadara,45.86,6,1,Rainy,1,23.73,115.94,1,0
SRT-B-1705,Adajan,Pandesara,4.22,8,1,Cloudy,7,15.88,15.94,1,0
SRT-B-1706,Vesu,Rander,44.01,5,1,Sunny,8,22.28,118.49,1,0
SRT-B-1707,Pandesara,Udhna,4.79,8,0,Foggy,4,35.16,8.17,1,0
SRT-B-1708,Varachha,Adajan,26.81,2,1,Foggy,9,20.6,78.07,1,0
SRT-B-1709,Godadara,Varachha,4.0,7,1,Rainy,3,15.95,15.04,1,0
SRT-B-1710,Udhna,Katargam,46.78,6,1,Rainy,8,19.99,140.43,1,0
SRT-B-1711,Katargam,Udhna,25.54,1,0,Rainy,1,33.61,45.59,0,0
SRT-B-1712,Godadara,Chikuwadi,10.02,4,1,Cloudy,9,17.81,33.76,1,0
SRT-B-1713,Katargam,Chikuwadi,31.39,7,1,Sunny,7,30.56,61.63,1,0
SRT-B-1714,Adajan,Udhna,6.16,1,0,Rainy,2,43.06,8.58,0,1
SRT-B-1715,Rander,Udhna,41.21,8,0,Rainy,5,17.4,142.1,1,0
SRT-B-1716,Godadara,Varachha,20.25,1,1,Foggy,4,20.87,58.22,1,0
SRT-B-1717,Katargam,Rander,15.29,2,0,Foggy,1,58.78,15.61,0,1
SRT-B-1718,Piplod,Rander,6.9,8,0,Foggy,2,32.17,12.87,1,0
SRT-B-1719,Vesu,Godadara,45.27,4,1,Sunny,1,19.87,136.73,1,0
SRT-B-1720,Vesu,Rander,30.85,7,0,Foggy,1,57.99,31.92,0,1
SRT-B-1721,Rander,Udhna,10.78,8,1,Sunny,5,16.25,39.79,1,0
SRT-B-1722,Pandesara,Varachha,37.55,1,1,Cloudy,6,17.74,127.02,1,0
SRT-B-1723,Varachha,Chikuwadi,48.39,2,0,Foggy,2,34.62,83.87,0,0
SRT-B-1724,Pandesara,Godadara,11.29,5,0,Sunny,9,25.58,26.49,0,0
SRT-B-1725,Vesu,Godadara,42.75,2,0,Cloudy,1,25.97,98.77,0,0
SRT-B-1726,Udhna,Udhna,37.28,3,1,Cloudy,7,28.77,77.75,1,0
SRT-B-1727,Katargam,Varachha,27.84,8,0,Foggy,8,18.01,92.73,1,0
SRT-B-1728,Adajan,Vesu,45.24,8,0,Sunny,6,32.83,82.69,1,0
SRT-B-1729,Vesu,Udhna,14.24,4,1,Sunny,2,34.95,24.45,1,0
SRT-B-1730,Chikuwadi,Vesu,9.75,7,1,Foggy,7,40.3,14.52,1,1
SRT-B-1731,Vesu,Chikuwadi,28.96,8,1,Foggy,9,23.24,74.77,1,0
SRT-B-1732,Godadara,Vesu,36.98,8,1,Rainy,2,11.22,197.82,1,0
SRT-B-1733,Rander,Godadara,49.06,1,0,Cloudy,3,55.8,52.76,0,1
SRT-B-1734,Pandesara,Pandesara,34.25,4,1,Sunny,6,25.22,81.49,1,0
SRT-B-1735,Piplod,Chikuwadi,42.27,9,1,Rainy,5,10.94,231.8,1,0
SRT-B-1736,Godadara,Adajan,41.06,8,0,Rainy,4,14.34,171.75,1,0
SRT-B-1737,Rander,Udhna,36.73,8,1,Rainy,3,10.66,206.81,1,0
SRT-B-1738,Godadara,Piplod,3.26,8,0,Cloudy,5,31.29,6.25,1,0
SRT-B-1739,Piplod,Varachha,33.49,6,0,Rainy,8,59.95,33.52,0,1
SRT-B-1740,Chikuwadi,Pandesara,6.62,5,1,Foggy,8,30.61,12.97,1,0
SRT-B-1741,Katargam,Piplod,20.42,5,1,Sunny,5,37.51,32.66,1,0
SRT-B-1742,Katargam,Varachha,45.59,5,0,Sunny,8,59.33,46.11,0,1
SRT-B-1743,Chikuwadi,Katargam,16.9,7,0,Cloudy,1,20.76,48.85,0,0
SRT-B-1744,Vesu,Piplod,18.82,8,0,Foggy,3,29.06,38.85,1,0
SRT-B-1745,Rander,Piplod,35.3,2,1,Sunny,5,25.99,81.49,1,0
SRT-B-1746,Rander,Rander,16.71,7,1,Cloudy,1,34.08,29.42,1,0
SRT-B-1747,Adajan,Varachha,19.25,1,0,Sunny,1,48.13,24.0,0,1
SRT-B-1748,Piplod,Varachha,49.16,4,0,Sunny,4,55.29,53.34,0,1
SRT-B-1749,Adajan,Udhna,44.97,1,1,Cloudy,6,38.72,69.68,1,0
SRT-B-1750,Katargam,Piplod,15.26,9,1,Rainy,3,9.73,94.14,1,0
SRT-B-1751,Pandesara,Vesu,31.37,9,1,Rainy,5,24.65,76.34,1,0
SRT-B-1752,Rander,Rander,16.03,2,1,Cloudy,9,34.96,27.51,1,0
SRT-B-1753,Godadara,Pandesara,16.1,5,0,Foggy,5,50.23,19.23,0,1
SRT-B-1754,Varachha,Pandesara,12.02,7,1,Foggy,3,27.23,26.48,1,0
SRT-B-1755,Adajan,Godadara,22.53,4,0,Sunny,3,48.33,27.97,0,1
SRT-B-1756,Katargam,Piplod,32.94,5,1,Sunny,9,30.14,65.57,1,0
SRT-B-1757,Godadara,Varachha,40.12,5,1,Foggy,2,18.84,127.76,1,0
SRT-B-1758,Katargam,Chikuwadi,35.8,7,1,Sunny,8,36.01,59.64,1,0
SRT-B-1759,Katargam,Chikuwadi,37.71,6,1,Cloudy,6,15.78,143.35,1,0
SRT-B-1760,Katargam,Chikuwadi,24.63,4,1,Cloudy,9,28.26,52.29,1,0
SRT-B-1761,Varachha,Godadara,24.42,8,1,Cloudy,4,18.27,80.21,1,0
SRT-B-1762,Katargam,Varachha,25.1,4,0,Cloudy,4,26.01,57.9,0,0
SRT-B-1763,Udhna,Vesu,31.68,1,1,Cloudy,8,27.95,68.01,1,0
SRT-B-1764,Rander,Adajan,24.46,5,1,Rainy,3,29.94,49.01,1,0
SRT-B-1765,Katargam,Pandesara,44.03,4,1,Rainy,5,37.62,70.23,1,0
SRT-B-1766,Vesu,Varachha,13.05,6,1,Rainy,2,30.78,25.44,1,0
SRT-B-1767,Godadara,Godadara,16.94,4,0,Sunny,3,50.53,20.12,0,1
SRT-B-1768,Vesu,Pandesara,11.48,3,0,Cloudy,7,47.75,14.42,0,1
SRT-B-1769,Chikuwadi,Pandesara,19.12,5,1,Sunny,5,17.6,65.18,1,0
SRT-B-1770,Godadara,Katargam,21.93,6,0,Foggy,6,45.74,28.77,0,1
SRT-B-1771,Godadara,Piplod,22.98,2,0,Foggy,1,44.02,31.32,0,1
SRT-B-1772,Rander,Vesu,4.48,1,0,Cloudy,1,32.95,8.16,0,0
SRT-B-1773,Pandesara,Katargam,11.9,5,0,Foggy,2,47.12,15.15,0,1
SRT-B-1774,Pandesara,Rander,2.01,6,1,Foggy,9,23.42,5.15,1,0
SRT-B-1775,Katargam,Chikuwadi,24.39,8,0,Sunny,2,25.23,58.0,1,0
SRT-B-1776,Godadara,Godadara,44.78,3,0,Rainy,8,56.95,47.18,0,1
SRT-B-1777,Pandesara,Vesu,15.84,7,0,Rainy,7,36.29,26.19,0,0
SRT-B-1778,Adajan,Rander,39.07,4,1,Cloudy,9,30.47,76.94,1,0
SRT-B-1779,Pandesara,Udhna,27.75,5,1,Foggy,2,32.99,50.47,1,0
SRT-B-1780,Pandesara,Adajan,15.66,9,0,Cloudy,3,34.55,27.2,1,0
SRT-B-1781,Udhna,Pandesara,3.87,7,0,Foggy,2,42.52,5.46,0,1
SRT-B-1782,Vesu,Adajan,2.0,2,0,Rainy,7,25.06,4.79,0,0
SRT-B-1783,Udhna,Rander,4.25,4,1,Cloudy,9,29.95,8.52,1,0
SRT-B-1784,Godadara,Udhna,29.51,7,0,Foggy,8,27.36,64.71,0,0
SRT-B-1785,Pandesara,Udhna,35.53,9,1,Foggy,4,23.03,92.55,1,0
SRT-B-1786,Rander,Rander,23.21,3,0,Foggy,1,39.17,35.55,0,0
SRT-B-1787,Katargam,Godadara,27.59,4,0,Rainy,6,26.13,63.35,0,0
SRT-B-1788,Varachha,Udhna,27.78,5,1,Foggy,8,36.4,45.8,1,0
SRT-B-1789,Varachha,Rander,39.53,3,1,Foggy,7,31.57,75.13,1,0
SRT-B-1790,Piplod,Godadara,10.7,6,1,Foggy,4,39.31,16.33,1,0
SRT-B-1791,Chikuwadi,Piplod,45.36,4,1,Rainy,9,34.04,79.95,1,0
SRT-B-1792,Godadara,Godadara,13.32,8,0,Foggy,8,29.61,26.99,1,0
SRT-B-1793,Rander,Chikuwadi,25.72,4,0,Rainy,5,33.16,46.53,0,0
SRT-B-1794,Chikuwadi,Pandesara,45.18,1,0,Cloudy,3,25.66,105.65,0,0
SRT-B-1795,Chikuwadi,Udhna,15.79,7,0,Sunny,2,20.85,45.43,0,0
