Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-1526,Shivaji Nagar to Hinjewadi (Pune),1.32,10.0,Foggy,0,52.4,0
SRT-B-1527,Navrangpura to Maninagar (Ahmedabad),7.45,9.0,Rainy,0,72.83,1
SRT-B-1528,Alambagh to Charbagh (Lucknow),3.96,1.0,Foggy,1,35.2,0
SRT-B-1529,Patna Junction to Kankarbagh (Patna),,5.0,Sunny,1,45.73,0
SRT-B-1530,Sector 17 to Mohali (Chandigarh),8.69,1.0,Sunny,0,32.97,0
SRT-B-1531,Connaught Place to Karol Bagh (Delhi),2.74,3.0,Sunny,0,21.13,0
SRT-B-1532,Andheri East to Andheri West (Mumbai),1.2,2.0,Foggy,1,30.0,0
SRT-B-1533,Salt Lake to Esplanade (Kolkata),3.98,7.0,Foggy,1,59.27,0
SRT-B-1534,MG Road to Whitefield (Bengaluru),2.82,6.0,Sunny,0,33.4,0
SRT-B-1535,T Nagar to Velachery (Chennai),5.39,2.0,Sunny,0,25.97,0
SRT-B-1536,Banjara Hills to Ameerpet (Hyderabad),,10.0,Rainy,1,77.17,1
SRT-B-1537,Station to Adajan (Surat),1.9,9.0,Rainy,0,54.33,0
SRT-B-1538,Vesu to Varachha (Surat),1.5,6.0,Cloudy,1,39.0,0
SRT-B-1539,Udhna to Pal (Surat),4.48,8.0,Sunny,1,170.79,1
SRT-B-1540,Rander to Piplod (Surat),5.52,10.0,Rainy,1,80.4,1
SRT-B-1541,Shivaji Nagar to Hinjewadi (Pune),2.54,2.0,Sunny,0,16.47,0
SRT-B-1542,Navrangpura to Maninagar (Ahmedabad),1.2,6.0,Sunny,0,28.0,0
SRT-B-1543,Alambagh to Charbagh (Lucknow),3.37,8.0,Rainy,1,65.23,1
SRT-B-1544,Patna Junction to Kankarbagh (Patna),2.05,8.0,Rainy,0,50.83,0
SRT-B-1545,Sector 17 to Mohali (Chandigarh),6.96,8.0,,1,65.2,1
SRT-B-1546,Connaught Place to Karol Bagh (Delhi),5.84,3.0,Cloudy,0,31.47,0
SRT-B-1547,Andheri East to Andheri West (Mumbai),4.04,9.0,Sunny,1,59.47,0
SRT-B-1548,Salt Lake to Esplanade (Kolkata),2.72,7.0,Sunny,0,37.07,0
SRT-B-1549,MG Road to Whitefield (Bengaluru),3.42,10.0,Cloudy,1,61.4,1
SRT-B-1550,T Nagar to Velachery (Chennai),3.97,6.0,,0,49.23,0
SRT-B-1551,Banjara Hills to Ameerpet (Hyderabad),45.0,1.0,Cloudy,0,20.83,0
SRT-B-1552,Station to Adajan (Surat),5.79,7.0,Cloudy,0,47.3,0
SRT-B-1553,Vesu to Varachha (Surat),1.52,2.0,Foggy,1,31.07,0
SRT-B-1554,Udhna to Pal (Surat),4.28,8.0,Cloudy,1,56.27,0
SRT-B-1555,Rander to Piplod (Surat),5.72,1.0,Cloudy,0,23.07,0
SRT-B-1556,Shivaji Nagar to Hinjewadi (Pune),,6.0,Cloudy,0,51.57,0
SRT-B-1557,Navrangpura to Maninagar (Ahmedabad),8.44,6.0,Rainy,0,64.13,1
SRT-B-1558,Alambagh to Charbagh (Lucknow),1.69,9.0,Cloudy,0,41.63,0
SRT-B-1559,Patna Junction to Kankarbagh (Patna),7.09,9.0,Sunny,0,59.63,0
SRT-B-1560,Sector 17 to Mohali (Chandigarh),8.37,3.0,,0,47.9,0
SRT-B-1561,Connaught Place to Karol Bagh (Delhi),3.69,10.0,Foggy,1,70.3,1
SRT-B-1562,Andheri East to Andheri West (Mumbai),2.85,1.0,Rainy,0,-20.0,0
SRT-B-1563,Salt Lake to Esplanade (Kolkata),3.04,5.0,Foggy,0,38.13,0
SRT-B-1564,MG Road to Whitefield (Bengaluru),4.52,1.0,Cloudy,1,29.07,0
SRT-B-1565,T Nagar to Velachery (Chennai),8.08,9.0,Sunny,0,314.65,1
SRT-B-1566,Banjara Hills to Ameerpet (Hyderabad),8.9,3.0,Cloudy,1,51.67,0
SRT-B-1567,Station to Adajan (Surat),7.28,3.0,Cloudy,0,36.27,0
SRT-B-1568,Vesu to Varachha (Surat),2.18,9.0,Sunny,1,53.27,0
SRT-B-1569,Udhna to Pal (Surat),8.7,3.0,Sunny,0,41.0,0
SRT-B-1570,Rander to Piplod (Surat),6.25,3.0,Sunny,1,42.83,0
SRT-B-1571,Shivaji Nagar to Hinjewadi (Pune),5.99,9.0,Sunny,0,55.97,0
SRT-B-1572,Navrangpura to Maninagar (Ahmedabad),5.84,2.0,Sunny,1,37.47,0
SRT-B-1573,Alambagh to Charbagh (Lucknow),7.37,5.0,Rainy,0,56.57,0
SRT-B-1574,Patna Junction to Kankarbagh (Patna),4.87,4.0,Sunny,1,42.23,0
SRT-B-1575,Sector 17 to Mohali (Chandigarh),6.33,10.0,Foggy,1,79.1,1
SRT-B-1576,Connaught Place to Karol Bagh (Delhi),7.21,,Cloudy,1,66.03,1
SRT-B-1577,Andheri East to Andheri West (Mumbai),1.67,5.0,Foggy,0,33.57,0
SRT-B-1578,Salt Lake to Esplanade (Kolkata),1.69,,Foggy,0,45.63,0
SRT-B-1579,MG Road to Whitefield (Bengaluru),3.84,3.0,Foggy,0,32.8,0
SRT-B-1580,T Nagar to Velachery (Chennai),1.63,2.0,Rainy,0,25.43,0
SRT-B-1581,Banjara Hills to Ameerpet (Hyderabad),0.83,5.0,Rainy,0,34.77,0
SRT-B-1582,Station to Adajan (Surat),5.06,4.0,,0,32.87,0
SRT-B-1583,Vesu to Varachha (Surat),6.29,2.0,Rainy,0,40.97,0
SRT-B-1584,Udhna to Pal (Surat),3.18,3.0,Cloudy,0,22.6,0
SRT-B-1585,Rander to Piplod (Surat),7.9,9.0,Sunny,1,72.33,1
SRT-B-1586,Shivaji Nagar to Hinjewadi (Pune),6.96,2.0,Cloudy,0,31.2,0
SRT-B-1587,Navrangpura to Maninagar (Ahmedabad),7.31,3.0,Cloudy,1,46.37,0
SRT-B-1588,Alambagh to Charbagh (Lucknow),2.18,8.0,Rainy,0,51.27,0
SRT-B-1589,Patna Junction to Kankarbagh (Patna),5.1,2.0,Sunny,0,25.0,0
SRT-B-1590,Sector 17 to Mohali (Chandigarh),0.41,9.0,Sunny,0,37.37,0
SRT-B-1591,Connaught Place to Karol Bagh (Delhi),2.66,9.0,Sunny,0,44.87,0
SRT-B-1592,Andheri East to Andheri West (Mumbai),5.7,2.0,Cloudy,0,27.0,0
SRT-B-1593,Salt Lake to Esplanade (Kolkata),,9.0,Rainy,1,67.2,1
SRT-B-1594,MG Road to Whitefield (Bengaluru),3.71,4.0,Cloudy,0,28.37,0
SRT-B-1595,T Nagar to Velachery (Chennai),4.08,10.0,Rainy,1,75.6,1
SRT-B-1596,Banjara Hills to Ameerpet (Hyderabad),1.31,1.0,Sunny,0,8.37,0
SRT-B-1597,Station to Adajan (Surat),4.48,1.0,Sunny,0,18.93,0
SRT-B-1598,Vesu to Varachha (Surat),5.43,5.0,Cloudy,0,38.1,0
SRT-B-1599,Udhna to Pal (Surat),4.62,1.0,Rainy,0,31.4,0
SRT-B-1600,Rander to Piplod (Surat),,6.0,,0,34.9,0
SRT-B-1601,Shivaji Nagar to Hinjewadi (Pune),7.23,5.0,Cloudy,0,44.1,0
SRT-B-1602,Navrangpura to Maninagar (Ahmedabad),8.81,8.0,Foggy,0,69.37,1
SRT-B-1603,Alambagh to Charbagh (Lucknow),1.85,1.0,Sunny,0,10.17,0
SRT-B-1604,Patna Junction to Kankarbagh (Patna),5.08,8.0,Sunny,0,48.93,0
SRT-B-1605,Sector 17 to Mohali (Chandigarh),6.18,4.0,Sunny,0,36.6,0
SRT-B-1606,Connaught Place to Karol Bagh (Delhi),4.68,4.0,Rainy,0,43.6,0
SRT-B-1607,Andheri East to Andheri West (Mumbai),6.11,6.0,Sunny,1,54.37,0
SRT-B-1608,Salt Lake to Esplanade (Kolkata),3.31,1.0,Foggy,1,33.03,0
SRT-B-1609,MG Road to Whitefield (Bengaluru),5.42,10.0,Rainy,1,80.07,1
SRT-B-1610,T Nagar to Velachery (Chennai),1.98,10.0,Sunny,0,46.6,0
SRT-B-1611,Banjara Hills to Ameerpet (Hyderabad),2.82,1.0,Cloudy,0,13.4,0
SRT-B-1612,Station to Adajan (Surat),1.46,8.0,Foggy,1,54.87,0
SRT-B-1613,Vesu to Varachha (Surat),3.64,4.0,Cloudy,0,28.13,0
SRT-B-1614,Udhna to Pal (Surat),6.44,3.0,Foggy,0,41.47,0
SRT-B-1615,Rander to Piplod (Surat),6.18,3.0,Sunny,0,32.6,0
SRT-B-1616,Shivaji Nagar to Hinjewadi (Pune),3.7,1.0,Rainy,0,28.33,0
SRT-B-1617,Navrangpura to Maninagar (Ahmedabad),2.98,5.0,Sunny,1,39.93,0
SRT-B-1618,Alambagh to Charbagh (Lucknow),2.08,2.0,Cloudy,1,124.65,1
SRT-B-1619,Patna Junction to Kankarbagh (Patna),6.41,6.0,Cloudy,1,55.37,0
SRT-B-1620,Sector 17 to Mohali (Chandigarh),4.41,,Foggy,1,-20.0,0
SRT-B-1621,Connaught Place to Karol Bagh (Delhi),1.41,2.0,Sunny,0,12.7,0
SRT-B-1622,Andheri East to Andheri West (Mumbai),4.59,3.0,Foggy,0,35.3,0
SRT-B-1623,Salt Lake to Esplanade (Kolkata),6.18,3.0,Sunny,0,32.6,0
SRT-B-1624,MG Road to Whitefield (Bengaluru),2.01,7.0,,1,44.7,0
SRT-B-1625,T Nagar to Velachery (Chennai),8.96,6.0,Cloudy,1,63.87,1
SRT-B-1626,Banjara Hills to Ameerpet (Hyderabad),0.54,7.0,Sunny,0,29.8,0
SRT-B-1627,Station to Adajan (Surat),4.6,9.0,Sunny,0,51.33,0
SRT-B-1628,Vesu to Varachha (Surat),5.99,2.0,Sunny,1,37.97,0
SRT-B-1629,Udhna to Pal (Surat),0.87,2.0,Rainy,0,22.9,0
SRT-B-1630,Rander to Piplod (Surat),7.99,,Sunny,0,34.63,0
SRT-B-1631,Shivaji Nagar to Hinjewadi (Pune),2.21,7.0,Sunny,0,35.37,0
SRT-B-1632,Navrangpura to Maninagar (Ahmedabad),2.47,6.0,Sunny,0,32.23,0
SRT-B-1633,Alambagh to Charbagh (Lucknow),1.65,5.0,Sunny,0,25.5,0
SRT-B-1634,Patna Junction to Kankarbagh (Patna),9.0,6.0,Sunny,0,54.0,0
SRT-B-1635,Sector 17 to Mohali (Chandigarh),7.64,9.0,Foggy,1,79.47,1
SRT-B-1636,Connaught Place to Karol Bagh (Delhi),0.41,5.0,Foggy,1,39.37,0
SRT-B-1637,Andheri East to Andheri West (Mumbai),1.18,10.0,Sunny,0,43.93,0
SRT-B-1638,Salt Lake to Esplanade (Kolkata),3.86,8.0,Cloudy,1,54.87,0
SRT-B-1639,MG Road to Whitefield (Bengaluru),6.36,,Sunny,1,47.2,0
SRT-B-1640,T Nagar to Velachery (Chennai),7.31,8.0,Sunny,0,56.37,0
SRT-B-1641,Banjara Hills to Ameerpet (Hyderabad),1.7,2.0,Sunny,0,13.67,0
SRT-B-1642,Station to Adajan (Surat),7.36,7.0,Sunny,1,62.53,1
SRT-B-1643,Vesu to Varachha (Surat),1.44,4.0,Sunny,0,20.8,0
SRT-B-1644,Udhna to Pal (Surat),4.73,6.0,Foggy,0,47.77,0
SRT-B-1645,Rander to Piplod (Surat),1.9,10.0,Foggy,0,54.33,0
SRT-B-1646,Shivaji Nagar to Hinjewadi (Pune),45.0,8.0,Rainy,1,65.5,1
SRT-B-1647,Navrangpura to Maninagar (Ahmedabad),8.31,2.0,Cloudy,1,45.7,0
SRT-B-1648,Alambagh to Charbagh (Lucknow),6.91,2.0,Sunny,0,31.03,0
SRT-B-1649,Patna Junction to Kankarbagh (Patna),0.49,9.0,Cloudy,0,37.63,0
SRT-B-1650,Sector 17 to Mohali (Chandigarh),3.3,8.0,Sunny,0,43.0,0
SRT-B-1651,Connaught Place to Karol Bagh (Delhi),0.72,5.0,Cloudy,1,32.4,0
SRT-B-1652,Andheri East to Andheri West (Mumbai),7.99,3.0,,0,50.63,0
SRT-B-1653,Salt Lake to Esplanade (Kolkata),8.78,2.0,Sunny,1,47.27,0
SRT-B-1654,MG Road to Whitefield (Bengaluru),3.33,2.0,Foggy,0,27.1,0
SRT-B-1655,T Nagar to Velachery (Chennai),5.12,2.0,Foggy,1,43.07,0
SRT-B-1656,Banjara Hills to Ameerpet (Hyderabad),5.75,1.0,Rainy,0,35.17,0
SRT-B-1657,Station to Adajan (Surat),7.51,3.0,Cloudy,0,37.03,0
SRT-B-1658,Vesu to Varachha (Surat),3.7,8.0,Sunny,0,44.33,0
SRT-B-1659,Udhna to Pal (Surat),5.0,10.0,Cloudy,0,56.67,0
SRT-B-1660,Rander to Piplod (Surat),3.75,7.0,Rainy,1,62.5,1
SRT-B-1661,Shivaji Nagar to Hinjewadi (Pune),6.41,,Sunny,0,33.37,0
SRT-B-1662,Navrangpura to Maninagar (Ahmedabad),6.63,6.0,Rainy,0,58.1,0
SRT-B-1663,Alambagh to Charbagh (Lucknow),4.57,1.0,Sunny,0,19.23,0
SRT-B-1664,Patna Junction to Kankarbagh (Patna),4.73,8.0,Sunny,1,57.77,0
SRT-B-1665,Sector 17 to Mohali (Chandigarh),,,Cloudy,1,39.67,0
SRT-B-1666,Connaught Place to Karol Bagh (Delhi),2.72,,Sunny,0,45.07,0
SRT-B-1667,Andheri East to Andheri West (Mumbai),,10.0,Cloudy,0,57.43,0
SRT-B-1668,Salt Lake to Esplanade (Kolkata),5.72,9.0,Sunny,0,55.07,0
SRT-B-1669,MG Road to Whitefield (Bengaluru),4.07,8.0,Sunny,1,55.57,0
SRT-B-1670,T Nagar to Velachery (Chennai),3.91,10.0,Sunny,0,53.03,0
SRT-B-1671,Banjara Hills to Ameerpet (Hyderabad),6.57,6.0,Sunny,0,45.9,0
SRT-B-1672,Station to Adajan (Surat),1.21,8.0,Sunny,0,36.03,0
SRT-B-1673,Vesu to Varachha (Surat),4.36,8.0,Sunny,1,56.53,0
SRT-B-1674,Udhna to Pal (Surat),5.86,7.0,,0,47.53,0
SRT-B-1675,Rander to Piplod (Surat),2.75,8.0,Cloudy,1,51.17,0
SRT-B-1676,Shivaji Nagar to Hinjewadi (Pune),0.46,7.0,,0,29.53,0
SRT-B-1677,Navrangpura to Maninagar (Ahmedabad),8.32,10.0,Cloudy,0,67.73,1
SRT-B-1678,Alambagh to Charbagh (Lucknow),8.53,7.0,Sunny,1,66.43,1
SRT-B-1679,Patna Junction to Kankarbagh (Patna),8.19,2.0,Cloudy,0,35.3,0
SRT-B-1680,Sector 17 to Mohali (Chandigarh),5.41,8.0,Cloudy,1,60.03,1
SRT-B-1681,Connaught Place to Karol Bagh (Delhi),6.11,9.0,Sunny,1,66.37,1
SRT-B-1682,Andheri East to Andheri West (Mumbai),6.23,9.0,Sunny,1,66.77,1
SRT-B-1683,Salt Lake to Esplanade (Kolkata),7.52,10.0,Rainy,1,87.07,1
SRT-B-1684,MG Road to Whitefield (Bengaluru),4.96,9.0,Cloudy,1,62.53,1
SRT-B-1685,T Nagar to Velachery (Chennai),6.7,3.0,Foggy,0,42.33,0
SRT-B-1686,Banjara Hills to Ameerpet (Hyderabad),7.57,6.0,Sunny,0,49.23,0
SRT-B-1687,Station to Adajan (Surat),6.85,1.0,Foggy,0,34.83,0
SRT-B-1688,Vesu to Varachha (Surat),4.68,8.0,Sunny,1,57.6,0
SRT-B-1689,Udhna to Pal (Surat),6.28,2.0,Rainy,0,40.93,0
SRT-B-1690,Rander to Piplod (Surat),8.04,8.0,,0,58.8,0
SRT-B-1691,Shivaji Nagar to Hinjewadi (Pune),2.97,4.0,Sunny,0,25.9,0
SRT-B-1692,Navrangpura to Maninagar (Ahmedabad),7.77,1.0,Sunny,0,29.9,0
SRT-B-1693,Alambagh to Charbagh (Lucknow),8.02,9.0,Rainy,1,84.73,1
SRT-B-1694,Patna Junction to Kankarbagh (Patna),2.72,4.0,Sunny,0,25.07,0
SRT-B-1695,Sector 17 to Mohali (Chandigarh),4.15,5.0,Foggy,1,51.83,0
SRT-B-1696,Connaught Place to Karol Bagh (Delhi),2.71,10.0,Sunny,1,59.03,0
SRT-B-1697,Andheri East to Andheri West (Mumbai),2.57,9.0,Cloudy,1,54.57,0
SRT-B-1698,Salt Lake to Esplanade (Kolkata),5.23,5.0,Sunny,1,47.43,0
SRT-B-1699,MG Road to Whitefield (Bengaluru),7.92,6.0,Sunny,0,50.4,0
SRT-B-1700,T Nagar to Velachery (Chennai),6.62,3.0,Sunny,0,34.07,0
SRT-B-1701,Banjara Hills to Ameerpet (Hyderabad),9.0,6.0,Cloudy,0,54.0,0
SRT-B-1702,Station to Adajan (Surat),5.14,2.0,Sunny,0,25.13,0
SRT-B-1703,Vesu to Varachha (Surat),0.68,7.0,Foggy,0,38.27,0
SRT-B-1704,Udhna to Pal (Surat),5.69,3.0,Sunny,1,40.97,0
SRT-B-1705,Rander to Piplod (Surat),8.84,1.0,Foggy,0,41.47,0
SRT-B-1706,Shivaji Nagar to Hinjewadi (Pune),6.44,1.0,,1,47.47,0
SRT-B-1707,Navrangpura to Maninagar (Ahmedabad),7.49,6.0,Rainy,0,60.97,1
SRT-B-1708,Alambagh to Charbagh (Lucknow),5.99,4.0,Cloudy,0,35.97,0
SRT-B-1709,Patna Junction to Kankarbagh (Patna),4.94,5.0,Rainy,1,58.47,0
SRT-B-1710,Sector 17 to Mohali (Chandigarh),3.49,3.0,Foggy,0,31.63,0
SRT-B-1711,Connaught Place to Karol Bagh (Delhi),45.0,4.0,Sunny,0,25.03,0
SRT-B-1712,Andheri East to Andheri West (Mumbai),6.55,10.0,Rainy,0,73.83,1
SRT-B-1713,Salt Lake to Esplanade (Kolkata),3.74,5.0,Sunny,0,32.47,0
SRT-B-1714,MG Road to Whitefield (Bengaluru),,10.0,Rainy,0,54.07,0
SRT-B-1715,T Nagar to Velachery (Chennai),1.09,10.0,Rainy,0,55.63,0
SRT-B-1716,Banjara Hills to Ameerpet (Hyderabad),6.06,4.0,Rainy,1,58.2,0
SRT-B-1717,Station to Adajan (Surat),7.75,10.0,Foggy,0,73.83,1
SRT-B-1718,Vesu to Varachha (Surat),7.92,2.0,,0,46.4,0
SRT-B-1719,Udhna to Pal (Surat),2.4,2.0,Sunny,0,16.0,0
SRT-B-1720,Rander to Piplod (Surat),6.74,4.0,Sunny,1,48.47,0
SRT-B-1721,Shivaji Nagar to Hinjewadi (Pune),2.01,5.0,Foggy,0,34.7,0
SRT-B-1722,Navrangpura to Maninagar (Ahmedabad),7.58,6.0,Sunny,1,59.27,0
SRT-B-1723,Alambagh to Charbagh (Lucknow),2.4,8.0,Sunny,0,-20.0,0
SRT-B-1724,Patna Junction to Kankarbagh (Patna),8.36,3.0,Cloudy,1,49.87,0
SRT-B-1725,Sector 17 to Mohali (Chandigarh),4.36,3.0,Cloudy,1,36.53,0
SRT-B-1726,Connaught Place to Karol Bagh (Delhi),5.21,7.0,Foggy,1,63.37,1
SRT-B-1727,Andheri East to Andheri West (Mumbai),6.18,6.0,Sunny,0,44.6,0
SRT-B-1728,Salt Lake to Esplanade (Kolkata),3.27,,Cloudy,0,30.9,0
SRT-B-1729,MG Road to Whitefield (Bengaluru),6.94,1.0,,1,37.13,0
SRT-B-1730,T Nagar to Velachery (Chennai),8.61,5.0,Cloudy,1,58.7,0
SRT-B-1731,Banjara Hills to Ameerpet (Hyderabad),3.87,6.0,Sunny,0,36.9,0
SRT-B-1732,Station to Adajan (Surat),6.39,6.0,Sunny,0,45.3,0
SRT-B-1733,Vesu to Varachha (Surat),,4.0,Cloudy,0,33.43,0
SRT-B-1734,Udhna to Pal (Surat),5.88,,Sunny,0,51.6,0
SRT-B-1735,Rander to Piplod (Surat),5.29,9.0,Cloudy,1,63.63,1
SRT-B-1736,Shivaji Nagar to Hinjewadi (Pune),7.91,10.0,Cloudy,0,66.37,1
SRT-B-1737,Navrangpura to Maninagar (Ahmedabad),4.45,1.0,Sunny,0,18.83,0
SRT-B-1738,Alambagh to Charbagh (Lucknow),,8.0,Cloudy,1,-20.0,0
SRT-B-1739,Patna Junction to Kankarbagh (Patna),4.55,3.0,Sunny,0,27.17,0
SRT-B-1740,Sector 17 to Mohali (Chandigarh),2.57,1.0,Sunny,0,12.57,0
SRT-B-1741,Connaught Place to Karol Bagh (Delhi),8.52,,Cloudy,0,64.4,1
SRT-B-1742,Andheri East to Andheri West (Mumbai),,,Rainy,1,51.03,0
SRT-B-1743,Salt Lake to Esplanade (Kolkata),2.08,10.0,Cloudy,0,46.93,0
SRT-B-1744,MG Road to Whitefield (Bengaluru),6.19,2.0,Rainy,0,40.63,0
SRT-B-1745,T Nagar to Velachery (Chennai),3.59,10.0,Sunny,0,155.91,1
SRT-B-1746,Banjara Hills to Ameerpet (Hyderabad),4.91,6.0,Cloudy,0,40.37,0
SRT-B-1747,Station to Adajan (Surat),7.44,4.0,Sunny,0,40.8,0
SRT-B-1748,Vesu to Varachha (Surat),3.37,2.0,Cloudy,0,19.23,0
SRT-B-1749,Udhna to Pal (Surat),1.59,,Foggy,1,27.3,0
SRT-B-1750,Rander to Piplod (Surat),1.0,9.0,Foggy,0,47.33,0
SRT-B-1751,Shivaji Nagar to Hinjewadi (Pune),,2.0,Rainy,1,33.77,0
SRT-B-1752,Navrangpura to Maninagar (Ahmedabad),4.65,3.0,Sunny,0,27.5,0
SRT-B-1753,Alambagh to Charbagh (Lucknow),2.66,10.0,Sunny,1,58.87,0
SRT-B-1754,Patna Junction to Kankarbagh (Patna),4.11,2.0,Sunny,0,21.7,0
SRT-B-1755,Sector 17 to Mohali (Chandigarh),4.09,4.0,Sunny,0,29.63,0
SRT-B-1756,Connaught Place to Karol Bagh (Delhi),3.16,10.0,Rainy,0,62.53,1
SRT-B-1757,Andheri East to Andheri West (Mumbai),3.49,3.0,Sunny,1,33.63,0
SRT-B-1758,Salt Lake to Esplanade (Kolkata),,8.0,Sunny,1,68.93,1
SRT-B-1759,MG Road to Whitefield (Bengaluru),3.79,1.0,Sunny,0,16.63,0
SRT-B-1760,T Nagar to Velachery (Chennai),7.35,5.0,Sunny,1,54.5,0
SRT-B-1761,Banjara Hills to Ameerpet (Hyderabad),5.31,,Cloudy,1,59.7,0
SRT-B-1762,Station to Adajan (Surat),45.0,6.0,Cloudy,0,26.57,0
SRT-B-1763,Vesu to Varachha (Surat),,5.0,Cloudy,0,230.5,1
SRT-B-1764,Udhna to Pal (Surat),2.96,3.0,Sunny,1,31.87,0
SRT-B-1765,Rander to Piplod (Surat),,10.0,Rainy,0,59.57,0
SRT-B-1766,Shivaji Nagar to Hinjewadi (Pune),6.77,3.0,Sunny,1,44.57,0
SRT-B-1767,Navrangpura to Maninagar (Ahmedabad),3.69,1.0,Cloudy,1,26.3,0
SRT-B-1768,Alambagh to Charbagh (Lucknow),3.66,9.0,Sunny,1,58.2,0
SRT-B-1769,Patna Junction to Kankarbagh (Patna),7.27,4.0,Cloudy,1,50.23,0
SRT-B-1770,Sector 17 to Mohali (Chandigarh),8.17,4.0,Cloudy,0,43.23,0
SRT-B-1771,Connaught Place to Karol Bagh (Delhi),45.0,10.0,Rainy,0,59.6,0
SRT-B-1772,Andheri East to Andheri West (Mumbai),1.17,7.0,Cloudy,0,31.9,0
SRT-B-1773,Salt Lake to Esplanade (Kolkata),8.03,7.0,Rainy,0,66.77,1
SRT-B-1774,MG Road to Whitefield (Bengaluru),5.53,10.0,Rainy,0,70.43,1
SRT-B-1775,T Nagar to Velachery (Chennai),5.13,2.0,Rainy,0,37.1,0
SRT-B-1776,Banjara Hills to Ameerpet (Hyderabad),2.32,,,0,43.73,0
SRT-B-1777,Station to Adajan (Surat),6.11,9.0,Sunny,1,66.37,1
SRT-B-1778,Vesu to Varachha (Surat),4.2,1.0,Rainy,1,40.0,0
SRT-B-1779,Udhna to Pal (Surat),5.9,7.0,Cloudy,1,57.67,0
SRT-B-1780,Rander to Piplod (Surat),6.24,3.0,Sunny,0,32.8,0
SRT-B-1781,Shivaji Nagar to Hinjewadi (Pune),5.2,9.0,Cloudy,0,53.33,0
SRT-B-1782,Navrangpura to Maninagar (Ahmedabad),8.68,9.0,Sunny,1,74.93,1
SRT-B-1783,Alambagh to Charbagh (Lucknow),4.4,,Cloudy,1,28.67,0
SRT-B-1784,Patna Junction to Kankarbagh (Patna),0.95,2.0,Rainy,1,33.17,0
SRT-B-1785,Sector 17 to Mohali (Chandigarh),8.79,4.0,Cloudy,0,45.3,0
SRT-B-1786,Connaught Place to Karol Bagh (Delhi),2.87,5.0,Rainy,1,51.57,0
SRT-B-1787,Andheri East to Andheri West (Mumbai),1.82,3.0,Sunny,1,28.07,0
SRT-B-1788,Salt Lake to Esplanade (Kolkata),4.3,2.0,Cloudy,0,22.33,0
SRT-B-1789,MG Road to Whitefield (Bengaluru),4.06,5.0,Cloudy,0,33.53,0
SRT-B-1790,T Nagar to Velachery (Chennai),6.67,10.0,Rainy,1,84.23,1
SRT-B-1791,Banjara Hills to Ameerpet (Hyderabad),,1.0,Cloudy,1,40.03,0
SRT-B-1792,Station to Adajan (Surat),3.01,1.0,Sunny,1,120.15,1
SRT-B-1793,Vesu to Varachha (Surat),2.63,7.0,Sunny,0,183.85000000000002,1
SRT-B-1794,Udhna to Pal (Surat),4.93,10.0,Sunny,0,-20.0,0
SRT-B-1795,Rander to Piplod (Surat),7.18,1.0,Rainy,0,39.93,0
SRT-B-1796,Shivaji Nagar to Hinjewadi (Pune),3.27,2.0,Rainy,0,30.9,0
SRT-B-1797,Navrangpura to Maninagar (Ahmedabad),0.51,4.0,Rainy,0,29.7,0
SRT-B-1798,Alambagh to Charbagh (Lucknow),0.87,4.0,Foggy,1,36.9,0
SRT-B-1799,Patna Junction to Kankarbagh (Patna),6.5,7.0,Rainy,1,71.67,1
SRT-B-1800,Sector 17 to Mohali (Chandigarh),7.02,6.0,Sunny,1,57.4,0
SRT-B-1801,Connaught Place to Karol Bagh (Delhi),2.1,10.0,Sunny,1,57.0,0
SRT-B-1802,Andheri East to Andheri West (Mumbai),2.89,2.0,Sunny,0,17.63,0
SRT-B-1803,Salt Lake to Esplanade (Kolkata),8.3,5.0,Sunny,0,47.67,0
SRT-B-1804,MG Road to Whitefield (Bengaluru),5.72,5.0,Sunny,0,39.07,0
SRT-B-1805,T Nagar to Velachery (Chennai),5.49,2.0,Sunny,0,26.3,0
SRT-B-1806,Banjara Hills to Ameerpet (Hyderabad),,3.0,Rainy,0,51.4,0
SRT-B-1807,Station to Adajan (Surat),4.76,6.0,Sunny,0,39.87,0
SRT-B-1808,Vesu to Varachha (Surat),,1.0,Cloudy,1,42.03,0
SRT-B-1809,Udhna to Pal (Surat),1.32,9.0,Foggy,1,58.4,0
SRT-B-1810,Rander to Piplod (Surat),1.02,6.0,Rainy,1,49.4,0
SRT-B-1811,Shivaji Nagar to Hinjewadi (Pune),2.41,4.0,Sunny,0,24.03,0
SRT-B-1812,Navrangpura to Maninagar (Ahmedabad),1.95,9.0,Foggy,0,50.5,0
SRT-B-1813,Alambagh to Charbagh (Lucknow),1.11,5.0,Sunny,0,23.7,0
SRT-B-1814,Patna Junction to Kankarbagh (Patna),2.85,2.0,Sunny,0,17.5,0
SRT-B-1815,Sector 17 to Mohali (Chandigarh),6.46,5.0,,0,53.53,0
SRT-B-1816,Connaught Place to Karol Bagh (Delhi),3.17,3.0,Rainy,0,34.57,0
SRT-B-1817,Andheri East to Andheri West (Mumbai),8.46,1.0,Sunny,0,32.2,0
SRT-B-1818,Salt Lake to Esplanade (Kolkata),4.36,3.0,Cloudy,1,36.53,0
SRT-B-1819,MG Road to Whitefield (Bengaluru),6.9,1.0,Rainy,1,49.0,0
