From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Pollachi,Udangudi,SRM Transports India Private Limited,382,0:9:33,Semi Sleeper-A/C,10:30:00 PM,08:03:00 AM
Pollachi,Nagercoil,KPN Travels,411,0:8:0,2+2 : NON A/C S.S 31,10:00:00 PM,06:00:00 AM
Pollachi,Nagercoil,ABT X Travels,411,0:10:17,2+2 A/c,10:15:00 PM,08:32:00 AM
Pollachi,Sriperumbathur,Sri Kumaran Travels,503,0:9:30,"2+2, Semi Sleeper, AC,",07:45:00 PM,05:15:00 AM
Pollachi,Tutucorin,SRM Transports India Private Limited,213,0:5:20,Semi Sleeper-A/C,10:30:00 PM,03:50:00 AM
Pollachi,Hosur,KPN Travels,330,0:8:15,BERTH SLEEPER A/C : 29,09:15:00 PM,05:30:00 AM
Pollachi,Hosur,KPN Travels,330,0:8:15,2+2 : 33 S.S NON A/C,08:45:00 PM,05:00:00 AM
Pollachi,Chennai,SRM Transports India Private Limited,522,0:13:3,Sleeper,08:00:00 PM,09:03:00 AM
Pollachi,Chennai,Sri Kumaran Travels,522,0:10:0,"2+2, Semi Sleeper, AC,",07:45:00 PM,05:45:00 AM
Pollachi,Vellore,Sri Kumaran Travels,401,0:8:45,"2+2, Semi Sleeper, AC,",07:45:00 PM,04:30:00 AM
Pollachi,Bangalore,Srs Travels (SRS Travels),385,0:9:45,"2+1, Sleeper, Non-AC, Non-Video",08:00:00 PM,05:45:00 AM
Ron,Bangalore,Srs Travels (SRS Travels),429,0:8:45,"2+2, Executive AirBus, Non-AC, Video",09:15:00 PM,06:00:00 AM
Mahabaleshwar,Baroda,Neeta Tours and Travels,655,0:13:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,09:30:00 AM
Mahabaleshwar,Bharuch,Neeta Tours and Travels,578,0:12:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,08:30:00 AM
Mahabaleshwar,Ahmedabad,Neeta Tours and Travels,774,0:15:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,11:30:00 AM
Mahabaleshwar,Dombivili,Neeta Tours and Travels,254,0:7:30,Brand New Volvo Multi-Axle A/C,09:30:00 AM,05:00:00 PM
Mahabaleshwar,Ankleshwar,Neeta Tours and Travels,567,0:12:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,08:00:00 AM
Mahabaleshwar,Surat,Neeta Tours and Travels,530,0:11:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,07:00:00 AM
Mahabaleshwar,GoaMapusa,Neeta Tours and Travels,389,0:9:0,Mercedes Benz Seating A/C,08:00:00 PM,05:00:00 AM
Mahabaleshwar,Mumbai,Vaibhav Travels (Vaibhav Travellines),263,0:7:45,"2+2, Mercedes Benz, AC, Video",09:15:00 AM,05:00:00 PM
Mahabaleshwar,Mumbai,Krsna Travels-LEXIA,263,0:8:49,A/c,09:30:00 AM,06:19:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:00:00 PM,04:30:00 AM
Mahabaleshwar,Mumbai,Krsna Travels-,263,0:4:40,Volvo  A/c,09:15:00 AM,01:55:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:20:00 AM,04:50:00 PM
Mahabaleshwar,Mumbai,Krsna Travels-,263,0:4:40,A/c,09:30:00 PM,02:10:00 AM
Mahabaleshwar,Mumbai,Krsna Travels-MULTI AXLE SEMI SLP.,263,0:4:40,Volvo  A/c,01:00:00 PM,05:40:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:30:00 AM,05:00:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,Mercedes Benz Multi Axle Semi Sleeper A/C,02:00:00 PM,09:30:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:25:00 AM,04:55:00 PM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:35:00 AM,05:05:00 PM
Mahabaleshwar,Mumbai,Swami Travels,263,0:9:0,Luxury A/C,09:00:00 PM,06:00:00 AM
Mahabaleshwar,Mumbai,Neeta Tours and Travels,263,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:30:00 PM,05:00:00 AM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:25:00 AM,12:55:00 PM
Mahabaleshwar,Pune,Krsna Travels-,117,0:2:10,Volvo  A/c,09:15:00 AM,11:25:00 AM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:30:00 AM,01:00:00 PM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:4:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 AM,04:00:00 PM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:00:00 PM,12:30:00 AM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:20:00 AM,12:50:00 PM
Mahabaleshwar,Pune,Krsna Travels-,117,0:2:10,A/c,09:30:00 PM,11:40:00 PM
Mahabaleshwar,Pune,Krsna Travels-LEXIA,117,0:6:19,A/c,09:30:00 AM,03:49:00 PM
Mahabaleshwar,Pune,Krsna Travels-MULTI AXLE SEMI SLP.,117,0:2:10,Volvo  A/c,01:00:00 PM,03:10:00 PM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:35:00 AM,01:05:00 PM
Mahabaleshwar,Pune,Neeta Tours and Travels,117,0:3:30,Mercedes Benz Multi Axle Semi Sleeper A/C,02:00:00 PM,05:30:00 PM
Mahabaleshwar,Pune,Swami Travels,117,0:3:0,Luxury A/C,09:00:00 PM,12:00:00 AM
Mahabaleshwar,Pune,Vaibhav Travels (Vaibhav Travellines),117,0:3:15,"2+2, Mercedes Benz, AC, Video",09:15:00 AM,12:30:00 PM
Mahabaleshwar,Valsad,Neeta Tours and Travels,439,0:10:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,06:00:00 AM
Mahabaleshwar,Vapi,Neeta Tours and Travels,409,0:8:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,04:30:00 AM
Mahabaleshwar,Anand,Neeta Tours and Travels,703,0:14:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,10:00:00 AM
Mahabaleshwar,Nadiad,Neeta Tours and Travels,719,0:14:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 PM,10:30:00 AM
Mahabaleshwar,GoaPanjim,Neeta Tours and Travels,389,0:9:30,Mercedes Benz Seating A/C,08:00:00 PM,05:30:00 AM
Mahabaleshwar,Thane,Neeta Tours and Travels,260,0:8:30,Brand New Volvo Multi-Axle A/C,09:30:00 AM,06:00:00 PM
Mahabaleshwar,Kalyan,Neeta Tours and Travels,261,0:8:0,Brand New Volvo Multi-Axle A/C,09:30:00 AM,05:30:00 PM
Mahabaleshwar,Lonavala,Krsna Travels-MULTI AXLE SEMI SLP.,176,0:3:20,Volvo  A/c,01:00:00 PM,04:20:00 PM
Mahabaleshwar,Lonavala,Krsna Travels-,176,0:3:20,Volvo  A/c,09:15:00 AM,12:35:00 PM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:25:00 AM,01:55:00 PM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:20:00 AM,01:50:00 PM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,Mercedes Benz Multi Axle Semi Sleeper A/C,02:00:00 PM,06:30:00 PM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,B9R Multi-Axle Semi Sleeper Volvo A/C,09:35:00 AM,02:05:00 PM
Mahabaleshwar,Lonavala,Krsna Travels-,176,0:3:20,A/c,09:30:00 PM,12:50:00 AM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:00:00 PM,01:30:00 AM
Mahabaleshwar,Lonavala,Neeta Tours and Travels,176,0:4:30,Mercedes Benz Multi Axle Semi Sleeper A/C,09:30:00 AM,02:00:00 PM
Mahabaleshwar,Goa,Neeta Tours and Travels,389,0:10:0,Mercedes Benz Seating A/C,08:00:00 PM,06:00:00 AM
Mahabaleshwar,Ulhasnagar,Neeta Tours and Travels,262,0:7:45,Brand New Volvo Multi-Axle A/C,09:30:00 AM,05:15:00 PM
Mahabaleshwar,GoaMadgaon,Neeta Tours and Travels,389,0:10:0,Mercedes Benz Seating A/C,08:00:00 PM,06:00:00 AM
Chebrolu,Hyderabad,Morning Star Travels,476,0:8:0,"2+2, Air Suspension, Non-AC,",10:30:00 PM,06:30:00 AM
Ankola,Mumbai,Canara Pinto Travels,585,0:13:15,"2+2, Air Suspension, Non-AC, Video",06:45:00 PM,08:00:00 AM
Ankola,Mumbai,Canara Pinto Travels,585,0:11:30,"2+1, Sleeper, AC,",06:30:00 PM,06:00:00 AM
Ankola,Mumbai,Canara Pinto Travels,585,0:11:30,"2+1, Sleeper, AC,",08:30:00 PM,08:00:00 AM
Ankola,Mumbai,Neeta Tours and Travels,585,0:13:45,B9R Multi-Axle Semi Sleeper Volvo A/C,09:15:00 PM,11:00:00 AM
Ankola,Mumbai,Neeta Tours and Travels,585,0:13:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,09:50:00 AM
Ankola,Mumbai,Canara Pinto Travels,585,0:10:45,"2+2, Multi Axle Volvo SemiSleeper, AC,",07:30:00 PM,06:15:00 AM
Ankola,Mumbai,Neeta Tours and Travels,585,0:13:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,07:45:00 AM
Ankola,Pune,Canara Pinto Travels,534,0:9:30,"2+1, Sleeper, AC,",06:30:00 PM,04:00:00 AM
Ankola,Pune,Neeta Tours and Travels,534,0:9:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,05:50:00 AM
Ankola,Pune,Neeta Tours and Travels,534,0:9:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,03:45:00 AM
Ankola,Pune,Canara Pinto Travels,534,0:9:0,"2+1, Sleeper, AC,",08:30:00 PM,05:30:00 AM
Ankola,Pune,Neeta Tours and Travels,534,0:9:45,B9R Multi-Axle Semi Sleeper Volvo A/C,09:15:00 PM,07:00:00 AM
Ankola,Pune,Canara Pinto Travels,534,0:10:45,"2+2, Air Suspension, Non-AC, Video",06:45:00 PM,05:30:00 AM
Ankola,Pune,Canara Pinto Travels,534,0:9:0,"2+2, Multi Axle Volvo SemiSleeper, AC,",07:30:00 PM,04:30:00 AM
Ankola,Belgaum,Neeta Tours and Travels,202,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,02:50:00 AM
Ankola,Belgaum,Neeta Tours and Travels,202,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,12:45:00 AM
Ankola,Kolhapur,Neeta Tours and Travels,307,0:7:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,01:45:00 AM
Ankola,Kolhapur,Neeta Tours and Travels,307,0:7:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,03:50:00 AM
Ankola,Hubli,Neeta Tours and Travels,142,0:5:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,01:50:00 AM
Ankola,Hubli,Neeta Tours and Travels,142,0:5:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,11:45:00 PM
Ankola,Satara,Neeta Tours and Travels,427,0:8:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,02:45:00 AM
Ankola,Satara,Neeta Tours and Travels,427,0:8:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,04:50:00 AM
Ankola,Bangalore,VRL,486,0:9:30,New 2+2 Executive Air-Bus,07:45:00 PM,05:15:00 AM
Ankola,Bangalore,VRL,486,0:9:30,Sleeper / Coach(N),08:15:00 PM,05:45:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:11:0,"1+2, Sleeper, Non-AC",08:00:00 PM,07:00:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:9:5,"1+2, Sleeper/Seater, Non-AC",10:30:00 PM,07:35:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:8:45,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",10:45:00 PM,07:30:00 AM
Ankola,Bangalore,SRS Travels,486,0:8:15,"2+1, Sleeper, Non-AC, Non-Video",09:45:00 PM,06:00:00 AM
Ankola,Bangalore,Sugama Tourists No 5 (Sugama  Tourists),486,0:10:30,"2+1, Sleeper/Seater, Non-AC, Non-Video",08:00:00 PM,06:30:00 AM
Ankola,Bangalore,Srs Travels (SRS Travels),486,0:9:45,"2+1, Sleeper, Non-AC, Non-Video",08:45:00 PM,06:30:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:10:20,"1+2, Sleeper/Seater, Non-AC",09:15:00 PM,07:35:00 AM
Ankola,Bangalore,Srs Travels (SRS Travels),486,0:10:15,"2+2, Executive AirBus, Non-AC, Video",08:15:00 PM,06:30:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:10:0,"1+2, Sleeper, AC",08:30:00 PM,06:30:00 AM
Ankola,Bangalore,VRL,486,0:9:30,Sleeper / Seater(40/AB/N),09:30:00 PM,07:00:00 AM
Ankola,Bangalore,Seabird Tourists,486,0:9:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",10:00:00 PM,07:30:00 AM
Ankola,Bangalore,VRL,486,0:9:30,Multi-Axle VOLVO A/c Semi Sleeper,10:30:00 PM,08:00:00 AM
Ankola,Chennai,Seabird Tourists,806,0:15:0,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",10:45:00 PM,01:45:00 PM
Ankola,Karad,Neeta Tours and Travels,427,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:50:00 PM,04:20:00 AM
Ankola,Karad,Neeta Tours and Travels,427,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:45:00 PM,02:15:00 AM
Kottagudem,Hyderabad,SVR Tours &  Travels,280,0:7:0,Volvo Semi Sleeper,11:00:00 PM,06:00:00 AM
Kottagudem,Hyderabad,Sree Kaleswari Travels,280,0:7:0,ISUZU,10:30:00 PM,05:30:00 AM
Naliya,Ahmedabad,H.K.Travels-,433,0:10:30,Non A/c,06:30:00 PM,05:00:00 AM
Palanpur,Anand,shrinath travel agency-brand new lcd coach,229,0:5:0,A/c,04:30:00 PM,09:30:00 PM
Palanpur,Kalol,shrinath travel agency-brand new lcd coach,110,0:2:45,A/c,04:30:00 PM,07:15:00 PM
Palanpur,AbuRoad,Gujarat Travels-BRAND NEW LCD COACH,57,0:1:0,A/c,02:00:00 AM,03:00:00 AM
Palanpur,AbuRoad,punjab travels,57,0:2:0,Non A/c,08:00:00 PM,10:00:00 PM
Palanpur,AbuRoad,Punjab Travels,57,0:2:0,Non A/c,08:15:00 PM,10:15:00 PM
Palanpur,Naukha,punjab travels,507,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Palanpur,Anjar,Om Sainath Travels,314,0:7:51,A/c,10:00:00 PM,05:51:00 AM
Palanpur,Nadiad,shrinath travel agency-brand new lcd coach,213,0:4:30,A/c,04:30:00 PM,09:00:00 PM
Palanpur,Bikaner,punjab travels,592,0:11:15,Non A/c,08:00:00 PM,07:15:00 AM
Palanpur,Baroda,shrinath travel agency-brand new lcd coach,265,0:5:30,A/c,04:30:00 PM,10:00:00 PM
Palanpur,Pune,shrinath travel agency-brand new lcd coach,720,0:18:0,A/c,04:30:00 PM,10:30:00 AM
Palanpur,Vashi,shrinath travel agency-brand new lcd coach,681,0:15:0,A/c,04:30:00 PM,07:30:00 AM
Palanpur,Lonavala,shrinath travel agency-brand new lcd coach,745,0:16:30,A/c,04:30:00 PM,09:00:00 AM
Palanpur,Pali,Gujarat Travels-BRAND NEW LCD COACH,210,0:5:15,A/c,02:00:00 AM,07:15:00 AM
Palanpur,Pali,punjab travels,260,0:6:30,Non A/c,08:00:00 PM,02:30:00 AM
Palanpur,Adipur,Om Sainath Travels,315,0:7:53,A/c,10:00:00 PM,05:53:00 AM
Palanpur,Jodhpur,punjab travels,311,0:7:30,Non A/c,08:00:00 PM,03:30:00 AM
Palanpur,Jodhpur,Gujarat Travels-BRAND NEW LCD COACH,311,0:6:30,A/c,02:00:00 AM,08:30:00 AM
Palanpur,Panvel,shrinath travel agency-brand new lcd coach,678,0:15:30,A/c,04:30:00 PM,08:00:00 AM
Palanpur,Gandhidham,Om Sainath Travels,310,0:7:45,A/c,10:00:00 PM,05:45:00 AM
Palanpur,Vapi,shrinath travel agency-brand new lcd coach,517,0:10:0,A/c,04:30:00 PM,02:30:00 AM
Palanpur,Nagore,punjab travels,2103,1:9:30,Non A/c,08:00:00 PM,05:30:00 AM
Palanpur,Bhachau,Om Sainath Travels,275,0:6:53,A/c,10:00:00 PM,04:53:00 AM
Palanpur,Bhuj,Om Sainath Travels,353,0:8:50,A/c,10:00:00 PM,06:50:00 AM
Palanpur,Unava,shrinath travel agency-brand new lcd coach,40,0:1:0,A/c,04:30:00 PM,05:30:00 PM
Palanpur,Sirohi,punjab travels,126,0:3:0,Non A/c,08:00:00 PM,11:00:00 PM
Palanpur,Sirohi,Punjab Travels,126,0:3:0,Non A/c,08:15:00 PM,11:15:00 PM
Palanpur,Sirohi,Gujarat Travels-BRAND NEW LCD COACH,126,0:2:0,A/c,02:00:00 AM,04:00:00 AM
Palanpur,Ankleshwar,shrinath travel agency-brand new lcd coach,356,0:7:0,A/c,04:30:00 PM,11:30:00 PM
Palanpur,Mahesana,shrinath travel agency-brand new lcd coach,93,0:1:45,A/c,04:30:00 PM,06:15:00 PM
Palanpur,Ahmedabad,shrinath travel agency-brand new lcd coach,153,0:3:30,A/c,04:30:00 PM,08:00:00 PM
Palanpur,Mumbai,shrinath travel agency-brand new lcd coach,678,0:13:30,A/c,04:30:00 PM,06:00:00 AM
Palanpur,Chhatral,shrinath travel agency-brand new lcd coach,129,0:2:30,A/c,04:30:00 PM,07:00:00 PM
Palanpur,Unjha,shrinath travel agency-brand new lcd coach,47,0:0:45,A/c,04:30:00 PM,05:15:00 PM
Markapuram,Hyderabad,Meghana Travels,385,0:8:0,"2+2, Classic, AC,",10:00:00 PM,06:00:00 AM
Paratwada,Anjangaon,akash BUS AMRAVATI-2x1 a/c air sus-lcd,30,0:0:45,A/c,06:00:00 PM,06:45:00 PM
Paratwada,Anjangaon,Akash Bus Amravati,30,0:0:45,A/c,06:00:00 PM,06:45:00 PM
Paratwada,Bhusawal,akash BUS AMRAVATI-2x1 a/c air sus-lcd,230,0:5:45,A/c,06:00:00 PM,11:45:00 PM
Paratwada,Bhusawal,Akash Bus Amravati,230,0:5:45,A/c,06:00:00 PM,11:45:00 PM
Paratwada,Dhulia,akash BUS AMRAVATI-2x1 a/c air sus-lcd,290,0:7:15,A/c,06:00:00 PM,01:15:00 AM
Paratwada,Shegaon,Akash Bus Amravati,110,0:2:45,A/c,06:00:00 PM,08:45:00 PM
Paratwada,Shegaon,akash BUS AMRAVATI-2x1 a/c air sus-lcd,110,0:2:45,A/c,06:00:00 PM,08:45:00 PM
Paratwada,Malegaon,Shriram Tours & Travels,140,0:3:30,A/c,05:15:00 PM,08:45:00 PM
Paratwada,Malegaon,akash BUS AMRAVATI-2x1 a/c air sus-lcd,330,0:8:15,A/c,06:00:00 PM,02:15:00 AM
Paratwada,Patur,Shriram Tours & Travels,190,0:4:45,A/c,05:15:00 PM,10:00:00 PM
Paratwada,Pune,sanjay travels-rajhans,500,0:12:30,A/c,09:00:00 PM,09:30:00 AM
Paratwada,Thane,akash BUS AMRAVATI-2x1 a/c air sus-lcd,520,0:13:0,A/c,06:00:00 PM,07:00:00 AM
Paratwada,Khamgaon,akash BUS AMRAVATI-2x1 a/c air sus-lcd,130,0:3:15,A/c,06:00:00 PM,09:15:00 PM
Paratwada,Khamgaon,Akash Bus Amravati,130,0:3:15,A/c,06:00:00 PM,09:15:00 PM
Paratwada,Nandura,Akash Bus Amravati,150,0:3:45,A/c,06:00:00 PM,09:45:00 PM
Paratwada,Nandura,akash BUS AMRAVATI-2x1 a/c air sus-lcd,150,0:3:45,A/c,06:00:00 PM,09:45:00 PM
Paratwada,Ahmednagar,sanjay travels-rajhans,340,0:8:30,A/c,09:00:00 PM,05:30:00 AM
Paratwada,Akola,Shriram Tours & Travels,150,0:3:45,A/c,05:15:00 PM,09:00:00 PM
Paratwada,Nasik,akash BUS AMRAVATI-2x1 a/c air sus-lcd,410,0:10:15,A/c,06:00:00 PM,04:15:00 AM
Paratwada,Amaravati,Shriram Tours & Travels,40,0:1:0,A/c,05:15:00 PM,06:15:00 PM
Paratwada,Jalgaon,akash BUS AMRAVATI-2x1 a/c air sus-lcd,250,0:6:15,A/c,06:00:00 PM,12:15:00 AM
Paratwada,Jalna,Shriram Tours & Travels,240,0:6:0,A/c,05:15:00 PM,11:15:00 PM
Paratwada,Aurangabad,sanjay travels-rajhans,220,0:5:30,A/c,09:00:00 PM,02:30:00 AM
Paratwada,Aurangabad,Shriram Tours & Travels,280,0:7:0,Non A/c,04:15:00 PM,11:15:00 PM
Paratwada,Mumbai,akash BUS AMRAVATI-2x1 a/c air sus-lcd,560,0:14:0,A/c,06:00:00 PM,08:00:00 AM
Anand,Ajmer,shrinath travel agency,557,0:12:0,Non A/c,07:00:00 PM,07:00:00 AM
Anand,Sawantwadi,Neeta Tours and Travels,967,0:20:35,Mercedes Benz Multi Axle Semi Sleeper A/C,02:40:00 PM,11:15:00 AM
Anand,Mumbai,shree vijay maitreya travels line p. ltd-brand new coach,459,0:10:0,A/c,08:30:00 PM,06:30:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:6:15,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,06:00:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:9:0,B9R Multi-Axle Semi Sleeper Volvo A/C,05:15:00 PM,02:15:00 AM
Anand,Mumbai,shree vijay maitreya travels line p. ltd,459,0:11:29,A/c,07:30:00 PM,06:59:00 AM
Anand,Mumbai,H.K.Travels-,459,0:10:30,Non A/c,08:30:00 PM,07:00:00 AM
Anand,Mumbai,shree vijay maitreya travels line p. ltd,459,0:10:0,A/c,09:00:00 PM,07:00:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:10:3,B9R Multi-Axle Semi Sleeper Volvo A/C,11:57:00 PM,10:00:00 AM
Anand,Mumbai,shrinath travel agency-brand new lcd coach,459,0:8:30,A/c,10:00:00 PM,06:30:00 AM
Anand,Mumbai,shree vijay maitreya travels line p. ltd-Brand new coach,459,0:10:0,A/c,11:30:00 PM,09:30:00 AM
Anand,Mumbai,Neelkanth Jain  Travels,459,0:8:30,Non A/c,12:20:00 AM,08:50:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:10:15,B9R Multi-Axle Semi Sleeper Volvo A/C,07:15:00 PM,05:30:00 AM
Anand,Mumbai,Paavan travels-multi axle volvo,459,0:8:0,A/c,11:00:00 PM,07:00:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:9:5,Mercedes Benz Multi Axle Semi Sleeper A/C,02:40:00 PM,11:45:00 PM
Anand,Mumbai,Neeta Tours and Travels,459,0:8:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,08:00:00 AM
Anand,Mumbai,H.K.Travels-,459,0:7:54,Non A/c,09:30:00 PM,05:24:00 AM
Anand,Mumbai,Prathana Travels Unit Of Arundhati Entreprise-,459,0:8:30,A/c,10:45:00 PM,07:15:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:9:5,Brand New Volvo Multi-Axle A/C,11:55:00 PM,09:00:00 AM
Anand,Mumbai,Shree Sahjanand Travels,459,0:9:0,Volvo A/C,11:00:00 PM,08:00:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:10:0,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,08:45:00 AM
Anand,Mumbai,Neeta Tours and Travels,459,0:8:0,Brand New Volvo Multi-Axle A/C,09:00:00 PM,05:00:00 AM
Anand,Khandala,punjab travels,500,0:12:30,Non A/c,06:45:00 PM,07:15:00 AM
Anand,Khandala,H.K.Travels-,470,0:11:45,Non A/c,06:30:00 PM,06:15:00 AM
Anand,Jetpur,Mahasagar Travels LTD.,292,0:7:18,Volga A/C,11:25:00 PM,10:45:00 PM
Anand,Pune,H.K.Travels-,589,0:12:45,Non A/c,06:30:00 PM,07:15:00 AM
Anand,Pune,shree vijay maitreya travels line p. ltd,589,0:13:0,Non A/c,08:00:00 PM,09:00:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:12:5,Mercedes Benz Multi Axle Semi Sleeper A/C,02:40:00 PM,02:45:00 AM
Anand,Pune,Speedlink Travel Services,589,0:11:0,Ordinary,09:00:00 PM,08:00:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:12:45,B9R Multi-Axle Semi Sleeper Volvo A/C,07:15:00 PM,08:00:00 AM
Anand,Pune,shrinath travel agency-brand new lcd coach,589,0:11:45,A/c,06:15:00 PM,06:00:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:11:15,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,11:00:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:12:30,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,11:15:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:14:30,B9R Multi-Axle Semi Sleeper Volvo A/C,05:15:00 PM,07:45:00 AM
Anand,Pune,Speedlink Travel Services,589,0:13:0,Ordinary,06:00:00 PM,07:00:00 AM
Anand,Pune,Shree Sahjanand Travels,589,0:13:0,Odinary,07:30:00 PM,08:30:00 AM
Anand,Pune,punjab travels,589,0:14:0,Non A/c,06:45:00 PM,08:45:00 AM
Anand,Pune,shree vijay maitreya travels line p. ltd-brand new coach,589,0:13:0,Non A/c,08:00:00 PM,09:00:00 AM
Anand,Pune,H.K.Travels-,589,0:10:7,Non A/c,09:30:00 PM,07:37:00 AM
Anand,Pune,shree vijay maitreya travels line p. ltd-Brand new coach,589,0:11:0,A/c,11:30:00 PM,10:30:00 AM
Anand,Pune,shree vijay maitreya travels line p. ltd-brand new coach,589,0:11:0,A/c,08:30:00 PM,07:30:00 AM
Anand,Pune,shrinath travel agency-brand new lcd coach,589,0:13:0,A/c,10:00:00 PM,11:00:00 AM
Anand,Pune,shree vijay maitreya travels line p. ltd,589,0:11:0,A/c,09:00:00 PM,08:00:00 AM
Anand,Pune,Neeta Tours and Travels,589,0:12:30,Brand New Volvo Multi-Axle A/C,09:00:00 PM,09:30:00 AM
Anand,Rajkot,Mahasagar Travels LTD.,251,0:5:50,Volga A/C,11:25:00 PM,05:15:00 AM
Anand,Rajkot,Jamnagar Travels Pvt. Ltd.,251,0:5:0,A/c,02:00:00 PM,07:00:00 PM
